the,wicked,and,of,to,in,gladiator,is,for,on
0.07044077727688261,0.07579881393869735,0.0,0.0,0.0,0.06929444357272539,0.0,0.08274495546678469,0.04277759560931432,0.0
0.05888297114441269,0.09504280503015794,0.04125819299579578,0.08499256011472751,0.04125819299579578,0.08688708896530002,0.0,0.051876225108344165,0.0,0.0
0.12719030139760165,0.0,0.044559928789816364,0.18358838094350705,0.0,0.04692016561950173,0.12055474327185767,0.0,0.0,0.05655821725809727
0.0,0.0,0.0,0.09236390319064171,0.0,0.0,0.0,0.11275082495068336,0.0,0.0
0.07756810624081337,0.0,0.16305154964512394,0.0,0.05435051654837465,0.1716880148070172,0.0,0.0,0.0,0.0
0.1100709284645904,0.0,0.0,0.05295934077707328,0.05141642279656401,0.0,0.0,0.0,0.0,0.0
0.06436939931316779,0.0,0.09020486053167248,0.04645587624353803,0.04510243026583624,0.04749140214960799,0.0,0.05670979884267681,0.058635812377744116,0.0
0.03544315626197204,0.0,0.0496687090687117,0.0,0.0,0.0,0.0,0.0,0.06457224342085548,0.0
0.03698463789857266,0.0,0.0,0.10676835760228585,0.10365776717051588,0.0,0.07011027535703472,0.0,0.06738059735896539,0.0
0.12260874904959264,0.0,0.0,0.0,0.08590964981802195,0.13569012924554535,0.11621221195436196,0.10801898991050968,0.11168759817323862,0.054520920151079594
0.1420251885046046,0.0,0.03980575384496895,0.041000255718001484,0.0796115076899379,0.0,0.053846275856478644,0.05004999242888235,0.0,0.0
0.0,0.10450937863131969,0.0,0.046729048259133106,0.0,0.047770663313053366,0.0,0.0,0.0,0.11516683790647629
0.07598568391325805,0.0,0.0266208714580821,0.02741971779929909,0.0,0.0,0.07202148682597652,0.10041571528451218,0.0,0.033788856320393884
0.03379251338923428,0.0545443818324842,0.18942224036985753,0.0,0.09471112018492876,0.0,0.12811818924510449,0.05954278452618448,0.0,0.0
0.1887164295339246,0.12184262084324027,0.05289202443329468,0.21791689067403025,0.05289202443329468,0.11138718636947562,0.0,0.0,0.13752548599576986,0.06713382831533016
0.04903299856768008,0.0,0.0,0.0,0.0,0.1447051473790892,0.0,0.0,0.0,0.08721479406319309
0.15207205608359423,0.0,0.04262161448189599,0.08780123093147636,0.04262161448189599,0.0,0.0,0.0,0.0,0.054097988870863103
0.0912508690681581,0.0,0.08525036228928808,0.13171286747361213,0.04262518114464404,0.0,0.0,0.0,0.05541524280251251,0.054102515899789524
0.09846410343562594,0.0,0.03449597484425285,0.0,0.0,0.0,0.0,0.0,0.0,0.13135327363115054
0.02267361928002153,0.0,0.09532187747870699,0.0,0.0,0.0,0.0,0.0,0.1239240477817331,0.04032947390408563
0.205952026846197,0.0,0.04123049163135074,0.04246774742285048,0.0,0.0,0.0,0.05184139463920787,0.10720412879255772,0.0
0.09846410343562594,0.0,0.03449597484425285,0.0,0.0,0.0,0.0,0.0,0.0,0.13135327363115054
0.09974038134771224,0.0,0.06988621367331693,0.0,0.06988621367331693,0.0,0.09453689420565649,0.17574366152469462,0.0,0.0
0.08880248841281124,0.07166789844649797,0.0,0.06408941913148881,0.0,0.0,0.0,0.0,0.0,0.0
0.0993859260289899,0.0,0.0,0.07172756510417966,0.0,0.07332641024177469,0.0,0.0,0.0,0.0
0.037416074264688,0.0,0.20973392927085763,0.054006920496578195,0.05243348231771441,0.05521076314907895,0.0,0.0,0.0,0.0
0.04970858560853668,0.0,0.0,0.07175011498978212,0.0,0.0,0.0,0.08758708083943328,0.0,0.17683291594076578
0.06729726458305083,0.0,0.047153930521729566,0.0485689384763188,0.0,0.0,0.0,0.0,0.0,0.0
0.07761417850906667,0.0,0.054382798522235765,0.05601473231121919,0.054382798522235765,0.057263330144693696,0.0,0.06837852298690608,0.07070083700438383,0.0
0.13798955718357697,0.0,0.1289155912942783,0.1327841253726393,0.0,0.0,0.0,0.0,0.0,0.0
0.15186994718915844,0.0,0.07094161486319826,0.0,0.07094161486319826,0.0,0.09596456277414883,0.08919884548913082,0.0,0.0
0.08663535979723082,0.0,0.0,0.06252538622387337,0.060703770976637046,0.0,0.0,0.0763262338811175,0.0,0.0
0.07370777223208717,0.0,0.0,0.0,0.0516456529440969,0.0543812042675017,0.0,0.0,0.06714238674739419,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.14303232040214522,0.04431607348478319,0.04582116359433402,0.08947142001142379
0.0759493558289997,0.0,0.0,0.0,0.053216288509187644,0.0,0.0,0.0,0.0,0.20263621299996856
0.0694380174243181,0.0,0.09730783173667319,0.0,0.0,0.1024620035345018,0.0,0.061175279592236675,0.0,0.06175455883509969
0.09850759850718399,0.10600052156500543,0.04601495057933413,0.09479155942890655,0.04601495057933413,0.09690451312610555,0.06224561735640181,0.0,0.0,0.05840502089360079
0.03200701997310942,0.0,0.0,0.09239882146863838,0.04485343662540859,0.047229219889349576,0.0,0.05639672526374699,0.0,0.0
0.07412313300370714,0.0,0.03462445896193737,0.03566347913082683,0.1038733768858121,0.0,0.14051221156924112,0.0,0.09002766668699455,0.08789500906298
0.06367682361461906,0.0,0.0,0.2297801959460886,0.04461715546941264,0.09396084692910596,0.0,0.05609963579987845,0.0,0.11326170579761119
0.028484302549696954,0.0,0.03991683262937891,0.041114667784744166,0.03991683262937891,0.0,0.0,0.0,0.05189423042117041,0.050664912476778276
